id,league,year,type,h2_index,para_index,title,paragraph
2183,National League,1932,h2,1,1,Off the field,"Charles A. Lindbergh, the American aviator who made the first solo, nonstop transatlantic flight from New York to Paris, faced every parent's nightmare after his child was kidnapped and murdered. In March, Lindberg's son was abducted from his own bedroom with a ransom demand of $50,000 for his release. After paying the sum, Lindberg's son was not returned infuriating the country and sparking one of the largest manhunts in modern history. In September, the missing child's battered body was found near Hopewell and further investigation revealed a suspect named Bruno Richard Hauptmann, who was found in possession of the ransom. In a sensational trial at Flemington, New Jersey, Hauptmann was convicted of murder and electrocuted on April 3rd, 1936."
2184,National League,1932,h2,2,1,In the American League,"On May 16th, the New York Yankees recorded their fourth straight shutout to equal the American League record set by both Cleveland and Boston in 1903 and 1906. The Pinstripes ""perfect rotation"" included Johnny Allen, George Pipgras, Red Ruffing, and Lefty Gomez who combined for an 8-0 triumph over the Indians."
2185,National League,1932,h2,2,2,In the American League,"Lou Gehrig, of the New York Yankees, tallied four consecutive homeruns during a 20-13 slugfest against the Philadelphia Athletics on June 3rd. Teammate Tony Lazzeri hit for the cycle and the Bronx Bombers also set a Major League record with forty-one extra bases."
2186,National League,1932,h2,2,3,In the American League,Washington Senators third baseman Ossie Bluege tied the American League record after being walked five times in the first game of a doubleheader that was eventually won by the Detroit Tigers 8-6.
2187,National League,1932,h2,3,1,In the National League,First baseman Bill Terry tied a National League record on April 17th with twenty-one putouts as the New York Giants topped the Boston Braves 6-0 at the Polo Grounds.
2188,National League,1932,h2,3,2,In the National League,Pittsburgh standout Paul Waner tied a Major League mark with four doubles in five at bats as the Pirates topped the St. Louis Cardinals 5-0 on May 20th. Waner would later go on to break Chuck Klein's National League record for most doubles in a season with sixty-two.
2189,National League,1932,h2,3,3,In the National League,John Quinn of the Brooklyn Dodgers became the oldest pitcher (at forty-nine) to win a Major League baseball game after relieving Van Mungo in the ninth to beat the New York Giants 2-1 on August 14th. Teammate Johnny Frederick had tied the game with his fourth pinch-hit homerun of the year setting a new major league record and would go on to add two more before the season's end.
2190,National League,1932,h2,4,1,Around the League,"On May 30th, a commemorative plaque in memory of former Yankee manager Miller Huggins was dedicated at Yankee Stadium initiating an array of tributes that would later evolve into ""Monument Park""."
2191,National League,1932,h2,4,2,Around the League,"At a June 22nd meeting of the National League club presidents, a committee finally approved the addition of numbers on player uniforms. The American League's New York Yankees had initiated the concept in 1929 with the rest of the American League following close behind."
2192,National League,1932,h2,4,3,Around the League,"After holding several hearings, Baseball Commissioner Kenesaw Mountain Landis cleared Rogers Hornsby on charges of fraudulently ""borrowing"" money from several Chicago Cubs players. The investigation was initiated after local papers in the ""Windy City"" reported that Hornsby had obtained money from players to bet on horse races or to share in joint ventures."
2193,National League,1932,h2,4,4,Around the League,"During a joint meeting of American and National League owners on December 15th, the concept of ""chain store"" baseball (originally developed as the St. Louis Cardinal farm system) was approved despite objections by Judge Landis."
2194,National League,1933,h1,,,1933 NATIONAL LEAGUE,
2195,National League,1933,h2,1,1,Off the field,"The legal prevention of alcoholic beverages known as ""Prohibition"" was finally repealed due to the ratification of the Twenty-first Amendment. After World War I, national prohibition had become the law as stated in the Eighteenth Amendment to the Constitution, which strictly forbid the manufacturing, sale, import, or export of any and all intoxicating liquors. In spite of the Volstead Act (1919), law enforcement proved to be very difficult and smuggling (or bootlegging) on a large scale could not be prevented. As a result, the illicit manufacture of liquor sprang up with such rapidity that authorities were unable to suppress it."
2196,National League,1933,h2,1,2,Off the field,"President Franklin Delano Roosevelt initiated his ""New Deal"" domestic reform program. The first phase (1933-34) attempted to provide recovery and relief from the Great Depression through programs of agricultural and business regulation, inflation, price stabilization, and public works. As a result, Congress established numerous emergency organizations, notably the National Recovery Administration (NRA), the Federal Deposit Insurance Corporation (FDIC), the Agricultural Adjustment Administration (AAA), the Civilian Conservation Corps, and the Public Works Administration."
2197,National League,1933,h2,2,1,In the American League,"During a May 16th marathon at Griffith Stadium, the Washington Senators and Cleveland Indians both combined to break a Major League record by using eleven different pitchers in twelve innings. With both bullpens depleted, the Senators finally broke through the stalemate for the 11-10 decision."
2198,National League,1933,h2,2,2,In the American League,"On August 14th, Philadelphia Athletics slugger Jimmie Foxx hit for the cycle against the Cleveland Indians while driving in nine runs for a new American League record. Eight players amazingly would hit for the cycle during the 1933 season."
2199,National League,1933,h2,2,3,In the American League,"New York Yankees icon Babe Ruth returned to the mound on October 1st to pitch the final outing of his career. Adding a homerun to support his own cause, ""The Bambino"" finished the complete game with a 6-5 victory over his old teammates (and rivals) the Boston Red Sox."
2200,National League,1933,h2,3,1,In the National League,"Honus Wagner left retirement to rejoin the Pittsburgh Pirates as a coach. Wagner had previously played seventeen years with the ball club and would remain for thirty-nine more while giving batting tips to future Hall of Famers Pie Traynor, Kiki Cuyler, Arky Vaughn, Ralph Kiner, and the Waner brothers."
